OBJECTID,DPTOMPIO,CODIGO_VER,NOM_DEP,NOMB_MPIO,NOMBRE_VER,VIGENCIA,FUENTE,DESCRIPCIO,SEUDONIMOS,AREA_HA,COD_DPTO,ShapeSTArea,ShapeSTLength
1,76892,76892025,VALLE DEL CAUCA,YUMBO,YUMBILLO,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,961.15855258,76,9695814.70996094,16128.9358062861
2,76892,76892001,VALLE DEL CAUCA,YUMBO,ALTO DAPA,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,284.01196738,76,2864848.29467773,8041.89095876354
3,76892,76892012,VALLE DEL CAUCA,YUMBO,MIRAVALLE DAPA,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,384.17024647,76,3875224.37109375,11502.5026742146
4,76892,76892011,VALLE DEL CAUCA,YUMBO,MEDIO DAPA,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,459.90371588,76,4639118.39086914,14219.5264135986
5,76892,76892018,VALLE DEL CAUCA,YUMBO,RINCON DAPA,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,1817.3725393,76,18330809.1025391,21533.3615199742
6,76892,76892017,VALLE DEL CAUCA,YUMBO,PLATANARES,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,975.79758276,76,9844957.80175781,16156.5266394334
7,76892,76892023,VALLE DEL CAUCA,YUMBO,TELECOM,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,343.46260551,76,3465201.59228516,11633.6548732505
8,76892,76892004,VALLE DEL CAUCA,YUMBO,EL CHOCHO,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,304.67526722,76,3073781.13720703,8252.01172963552
9,76892,76892022,VALLE DEL CAUCA,YUMBO,SANTA INES,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,1235.44694169,76,12463814.7658691,20146.1045695677
10,76892,76892016,VALLE DEL CAUCA,YUMBO,PILAS DE DAPA,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,149.87969338,76,1511790.44311523,5903.08573718501
11,76892,76892009,VALLE DEL CAUCA,YUMBO,LA OLGA,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,323.78632582,76,3265685.39941406,8900.22368894897
12,76892,76892006,VALLE DEL CAUCA,YUMBO,EL PEDREGAL,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,360.97470074,76,3640782.79394531,10824.8023222333
13,76892,76892024,VALLE DEL CAUCA,YUMBO,XIXAOLA,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,157.1299702,76,1584813.9753418,6220.63703987157
14,76892,76892010,VALLE DEL CAUCA,YUMBO,MANGA VIEJA,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,1187.77601364,76,11984636.7231445,19772.1102133176
15,76892,76892007,VALLE DEL CAUCA,YUMBO,EL PLACER,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,463.24553432,76,4673820.65795898,14242.9534254377
16,76892,76892015,VALLE DEL CAUCA,YUMBO,PASO DE LA TORRE,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,180.43266457,76,1820506.15966797,6441.7971806795
17,76892,76892013,VALLE DEL CAUCA,YUMBO,MIRAVALLE NORTE,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,269.84771046,76,2723069.32617188,8650.82954726027
18,76892,76892021,VALLE DEL CAUCA,YUMBO,SAN MARCOS,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,3210.6199391,76,32397078.9377441,37314.3523488719
19,76892,76892020,VALLE DEL CAUCA,YUMBO,SAN JOSE,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,321.57499924,76,3244787.734375,8992.4237496489
20,76892,76892014,VALLE DEL CAUCA,YUMBO,MONTAÑITAS,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,618.02429176,76,6235689.95825195,13321.7397350701
21,76892,76892019,VALLE DEL CAUCA,YUMBO,SALAZAR,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,494.9753539,76,4993294.02880859,10001.27364723
22,76890,76890027,VALLE DEL CAUCA,YOTOCO,PUENTETIERRA,2010,POT YOTOCO,VEREDA CON CENTRO POBLADO,NULL,945.94407466,76,9549918.89160156,19033.2699638371
23,76890,76890025,VALLE DEL CAUCA,YOTOCO,MUÑECOS,2010,POT YOTOCO,NULL,NULL,508.41220445,76,5132576.43066406,15086.8285117067
24,76890,76890013,VALLE DEL CAUCA,YOTOCO,EL JARDIN,2010,POT YOTOCO,NULL,NULL,481.72932232,76,4864053.66113281,12374.3761110418
25,76890,76890006,VALLE DEL CAUCA,YOTOCO,EL BOSQUE,2010,POT YOTOCO,NULL,NULL,1309.85660367,76,13228711.7419434,25160.0345571946
26,76890,76890030,VALLE DEL CAUCA,YOTOCO,SAN ANTONIO DE PIEDRAS,2010,POT YOTOCO,NULL,NULL,2339.36053833,76,23629066.1831055,42058.8202944981
27,76890,76890014,VALLE DEL CAUCA,YOTOCO,GURUNGURU,2010,POT YOTOCO,NULL,NULL,23.51686621,76,237560.524169922,2994.51631566434
28,76890,76890010,VALLE DEL CAUCA,YOTOCO,EL DORADO,2010,POT YOTOCO,NULL,NULL,1325.19449129,76,13377377.6230469,21973.8552280465
29,76890,76890004,VALLE DEL CAUCA,YOTOCO,CORDOBITAS,2010,POT YOTOCO,NULL,NULL,568.74435259,76,5741453.90991211,12823.1126905911
30,76890,76890028,VALLE DEL CAUCA,YOTOCO,PUNTABRAVA,2010,POT YOTOCO,VEREDA CON CENTRO POBLADO,NULL,73.3094224,76,740228.946777344,5492.2020472095
31,76890,76890021,VALLE DEL CAUCA,YOTOCO,LOS CHORROS,2010,POT YOTOCO,NULL,NULL,242.46221751,76,2448138.28710938,8200.74188322581
32,76890,76890008,VALLE DEL CAUCA,YOTOCO,EL CHOCHO,2010,POT YOTOCO,NULL,NULL,355.03324369,76,3584833.07836914,9430.05610219766
33,76890,76890016,VALLE DEL CAUCA,YOTOCO,JIGUALES,2010,POT YOTOCO,NULL,NULL,850.31727424,76,8585307.21508789,15713.9382892604
34,76890,76890022,VALLE DEL CAUCA,YOTOCO,LOS PLANES,2010,POT YOTOCO,VEREDA CON CENTRO POBLADO,NULL,465.33703151,76,4698731.28271484,9520.64392217478
35,76890,76890005,VALLE DEL CAUCA,YOTOCO,DOPO,2010,POT YOTOCO,NULL,NULL,554.10385427,76,5595230.57763672,14313.4861840085
36,76890,76890007,VALLE DEL CAUCA,YOTOCO,EL CANEY,2010,POT YOTOCO,VEREDA CON CENTRO POBLADO,NULL,524.64598041,76,5297619.46069336,10169.9672314992
37,76890,76890019,VALLE DEL CAUCA,YOTOCO,LAS DELICIAS,2010,POT YOTOCO,NULL,NULL,74.65165122,76,753840.045166016,4236.58660002417
38,76890,76890009,VALLE DEL CAUCA,YOTOCO,EL DELIRIO,2010,POT YOTOCO,NULL,NULL,275.77413959,76,2784879.46191406,11073.8150886694
39,76890,76890017,VALLE DEL CAUCA,YOTOCO,LA COLONIA,2010,POT YOTOCO,NULL,NULL,225.11843567,76,2273245.83959961,6620.37208737914
40,76890,76890031,VALLE DEL CAUCA,YOTOCO,SAN JUAN,2010,POT YOTOCO,"SE REDUCE EL 50% DE SUAREA INICIAL, CON CP",NULL,267.89557695,76,2705244.51293945,8743.97218176011
41,76890,76890018,VALLE DEL CAUCA,YOTOCO,LA NEGRA,2010,POT YOTOCO,NULL,NULL,3601.31961867,76,36369817.4541016,40895.2274464252
42,76892,76892008,VALLE DEL CAUCA,YUMBO,LA BUITRERA,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,497.55061924,76,5019262.99145508,11732.1829771688
43,76892,76892005,VALLE DEL CAUCA,YUMBO,EL HIGUERON,2010,PBOT YUMBO - VALLE DEL CAUCA,NULL,NULL,604.71492315,76,6100690.55322266,12601.560331724
44,76892,76892002,VALLE DEL CAUCA,YUMBO,ARROYOHONDO,2010,PBOT YUMBO - VALLE DEL CAUCA,"REDUCE EL 60% DE SU AREA POR CABECERA, CON CP",NULL,2705.44978467,76,27289970.0964355,32580.4333391933
45,76892,76892003,VALLE DEL CAUCA,YUMBO,BERMEJAL,2010,PBOT YUMBO - VALLE DEL CAUCA,VEREDA CON CENTRO POBLADO,NULL,1945.7611899,76,19630801.4089355,27846.5292656409
46,76890,76890012,VALLE DEL CAUCA,YOTOCO,EL GUABAL,2010,POT YOTOCO,NULL,NULL,1770.42128285,76,17869146.7668457,19451.4899659788
47,76890,76890011,VALLE DEL CAUCA,YOTOCO,EL ESPINAL,2010,POT YOTOCO,NULL,NULL,1750.81959141,76,17673238.4543457,25615.2193617584
48,76890,76890001,VALLE DEL CAUCA,YOTOCO,BUENOSAIRES,2010,POT YOTOCO,NULL,NULL,360.90036923,76,3643371.36816406,10303.751622992
49,11001,11001061,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",TAQUECITOS,2003,POT BOGOTA,NULL,NULL,4325.56455263,11,43776073.7800293,32763.0815602357
50,18205,18205034,CAQUETÁ,CURILLO,SALAMINA,2008,CATASTRO IGAC,NULL,NULL,4856.91843727,18,48860948.5391235,43702.2372314693
51,76890,76890026,VALLE DEL CAUCA,YOTOCO,PIEDRAS,2010,POT YOTOCO,NULL,NULL,1631.65083255,76,16481273.1994629,22862.1308452627
52,76890,76890020,VALLE DEL CAUCA,YOTOCO,LETICIA,2010,POT YOTOCO,VEREDA CON CENTRO POBLADO,NULL,490.19561144,76,4951905.08398438,14814.4645335247
53,76890,76890024,VALLE DEL CAUCA,YOTOCO,MIRAVALLE,2010,POT YOTOCO,NULL,NULL,520.90593742,76,5260615.55566406,16039.0079587914
54,76890,76890015,VALLE DEL CAUCA,YOTOCO,HATOVIEJO,2010,POT YOTOCO,NULL,NULL,4646.08231989,76,46901401.3623047,50258.0836511363
55,76890,76890023,VALLE DEL CAUCA,YOTOCO,MEDIACANOA,2010,POT YOTOCO,VEREDA CON CENTRO POBLADO,NULL,4623.3763585,76,46681936.1242676,62464.5507874497
56,76869,76869010,VALLE DEL CAUCA,VIJES,VILLA MARIA,2011,POT,NULL,NULL,1613.29462957,76,16280591.0263672,22539.284444581
57,76869,76869003,VALLE DEL CAUCA,VIJES,EL PORVENIR,2011,POT,NULL,NULL,1125.77353771,76,11363589.5056152,15319.4383308968
58,76869,76869002,VALLE DEL CAUCA,VIJES,CARBONERO,2011,POT,NULL,NULL,1888.70816037,76,19061361.736084,20089.1055871218
59,76869,76869008,VALLE DEL CAUCA,VIJES,OCACHE,2011,POT,NULL,NULL,847.61587219,76,8553334.55639648,14553.3602415973
60,76869,76869009,VALLE DEL CAUCA,VIJES,SAN ISIDRO,2011,POT,NULL,NULL,1017.99138316,76,10273677.862793,23594.2733534502
61,76606,76606018,VALLE DEL CAUCA,RESTREPO,MOZAMBIQUE,2011,POT,NULL,NULL,1355.47298343,76,13678812.2866211,16441.0061524915
62,19137,19137083,CAUCA,CALDONO,VILLA RICA,2010,POT,NULL,NULL,321.34367289,19,3237656.87988281,8882.84982683066
63,19137,19137069,CAUCA,CALDONO,SAN ANTONIO LA,2010,POT,NULL,NULL,204.70864491,19,2062476.08642578,7621.31868705748
64,11001,11001058,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",SANTO DOMINGO,2003,POT BOGOTA,NULL,NULL,1034.61798776,11,10466096.4067383,14926.7900477463
65,11001,11001008,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",CONCEPCION,2003,POT BOGOTA,NULL,NULL,1846.55594835,11,18675688.8535156,22204.0186466101
66,76869,76869001,VALLE DEL CAUCA,VIJES,CACHIMBAL,2011,POT,VEREDA CON CENTRO POBLADO,NULL,1181.60318754,76,11926182.5026855,19162.0848332162
67,76869,76869004,VALLE DEL CAUCA,VIJES,EL TAMBOR,2011,POT,VEREDA CON CENTRO POBLADO,NULL,889.9531716,76,8981710.49145508,15548.0400516613
68,76869,76869007,VALLE DEL CAUCA,VIJES,MOZAMBIQUE,2011,POT,NULL,NULL,1011.82001705,76,10210895.2268066,15675.8997238194
69,76869,76869006,VALLE DEL CAUCA,VIJES,LA RIVERA,2011,POT,NULL,NULL,794.80036635,76,8020882.11279297,13317.2609460171
70,76869,76869005,VALLE DEL CAUCA,VIJES,LA FRESNEDA,2011,POT,VEREDA CON CENTRO POBLADO,NULL,786.88110343,76,7941694.4387207,13068.17051017
71,76890,76890029,VALLE DEL CAUCA,YOTOCO,RAYITO,2010,POT YOTOCO,NULL,NULL,535.73271236,76,5410646.46484375,14603.5267501057
72,76890,76890003,VALLE DEL CAUCA,YOTOCO,CAMPOALEGRE,2010,POT YOTOCO,NULL,NULL,669.24772885,76,6759407.5300293,13290.7306272103
73,11001,11001030,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LAS SOPAS,2003,POT BOGOTA,NULL,NULL,10127.4299163,11,102468938.556641,47723.0518017099
74,11001,11001045,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PEÑALISA,2003,POT BOGOTA,NULL,NULL,201.59356215,11,2040239.83276367,7624.38465731891
75,11001,11001014,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",EL RAIZAL,2003,POT BOGOTA,NULL,NULL,490.33808866,11,4962533.63208008,11629.9476954958
76,11001,11001057,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",SANTA ROSA BAJA,2003,POT BOGOTA,NULL,NULL,1401.76869471,11,14187327.2570801,20512.5251265882
77,11001,11001023,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LAGUNA VERDE,2003,POT BOGOTA,NULL,NULL,523.44763589,11,5297595.26269531,10782.2877641107
78,11001,11001026,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LASURAS,2003,POT BOGOTA,NULL,NULL,423.01632273,11,4281018.08007812,12088.5367666709
79,11001,11001038,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",NAZARETH,2003,POT BOGOTA,NULL,NULL,243.99079831,11,2469210.43139648,8095.48910531213
80,11001,11001029,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LAS PALMAS,2003,POT BOGOTA,NULL,NULL,500.11819865,11,5060958.17822266,12180.0234658436
81,76606,76606009,VALLE DEL CAUCA,RESTREPO,EL AGRADO,2011,POT,NULL,NULL,389.1198671,76,3927427.3112793,11146.0097336958
82,76606,76606011,VALLE DEL CAUCA,RESTREPO,EL CHONTADURO,2011,POT,SE REDUCE UN 50% DE SU AREA INICIAL,NULL,167.14271568,76,1686900.56982422,6937.37818456856
83,76606,76606017,VALLE DEL CAUCA,RESTREPO,LLAMA,2011,POT,NULL,NULL,315.94938575,76,3188874.95507812,8391.42871539989
84,76606,76606015,VALLE DEL CAUCA,RESTREPO,LA PALMA,2011,POT,NULL,NULL,454.24389278,76,4584463.41430664,10689.7731476082
85,76606,76606006,VALLE DEL CAUCA,RESTREPO,BUEN VIVIR,2011,POT,NULL,NULL,298.69162813,76,3014580.40966797,8061.34259374233
86,11001,11001025,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LASANIMAS,2003,POT BOGOTA,NULL,NULL,1392.863283,11,14095179.732666,17019.0914719703
87,11001,11001000,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",AREA EN CONFLICTO,2003,POT BOGOTA,NULL,NULL,1216.0259646,11,12304792.9587402,14948.6674922578
88,11001,11001035,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LOS RIOS,2003,POT BOGOTA,NULL,NULL,8439.25779468,11,85389584.6767578,57809.2479499439
89,11001,11001024,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LAGUNITAS,2003,POT BOGOTA,NULL,NULL,4439.80241942,11,44908445.9387207,33638.5883949529
90,11001,11001051,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",SAN JOSE,2003,POT BOGOTA,NULL,NULL,10398.0900353,11,105136872.616943,66199.798214387
91,11001,11001049,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",SAN ANTONIO,2003,POT BOGOTA,NULL,NULL,3464.35876777,11,35052890.8093262,34529.5505550889
92,76001,76001007,VALLE DEL CAUCA,CALI,CAUQUITA,2011,POT,MULTIPARTES DESPUES DE EDITAR,NULL,72.05300756,76,726624.165283203,7488.24961557007
93,76606,76606026,VALLE DEL CAUCA,RESTREPO,TRES PUERTAS,2011,POT,NULL,NULL,717.11318661,76,7237465.99145508,17292.316309037
94,11001,11001066,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",TUNAL ALTO,2003,POT BOGOTA,NULL,NULL,3728.54891248,11,37710541.4934082,39146.7302322304
95,11001,11001067,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",TUNAL BAJO,2003,POT BOGOTA,NULL,NULL,664.7944647,11,6724429.54711914,13011.5431847998
96,11001,11001022,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LA UNION,2003,POT BOGOTA,NULL,NULL,423.11110254,11,4280022.83886719,14444.8826851445
97,11001,11001004,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",CAPITOLIO,2003,POT BOGOTA,NULL,NULL,1503.01085943,11,15205355.5393066,17312.2824050522
98,76606,76606014,VALLE DEL CAUCA,RESTREPO,LA ITALIA,2011,POT,AUMENTA UN 90% DE SU AREA INICIAL,NULL,970.84244704,76,9799475.67456055,19086.7109476779
99,76606,76606007,VALLE DEL CAUCA,RESTREPO,CALIMITA,2011,POT,NULL,NULL,1029.84634062,76,10394325.7133789,16418.8049708673
100,11001,11001039,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",NUEVA GRANADA,2003,POT BOGOTA,NULL,NULL,2559.91824245,11,25888189.453125,26138.8670081437
101,11001,11001006,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",CHORRERAS,2003,POT BOGOTA,NULL,NULL,2105.95360205,11,21302931.5961914,31088.9226547134
102,11001,11001052,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",SAN JUAN,2003,POT BOGOTA,VEREDA CON CENTRO POBLADO,NULL,709.53607747,11,7177962.65576172,13410.9725321335
103,11001,11001015,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",EL TOLDO,2003,POT BOGOTA,NULL,NULL,4495.80206825,11,45485456.8215332,39274.117455626
104,11001,11001031,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",LAS VEGAS,2003,POT BOGOTA,NULL,NULL,4817.17267207,11,48731656.6875,33642.2694626749
105,11001,11001003,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BETANIA,2003,POT BOGOTA,NULL,NULL,1054.89918579,11,10676882.5908203,17024.6142226598
106,76233,76233007,VALLE DEL CAUCA,DAGUA,EL LIMONAR,2011,POT DAGUA,VEREDA CON CENTRO POBLADO,NULL,3809.3473245,76,38418433.5620117,36213.9023705882
107,76233,76233022,VALLE DEL CAUCA,DAGUA,SANTA MARÍA,2011,POT DAGUA,NULL,NULL,3214.55539173,76,32422019.8015137,34641.0903336624
108,76233,76233006,VALLE DEL CAUCA,DAGUA,EL DANUBIO,2011,POT DAGUA,NULL,NULL,5174.3553958,76,52178188.1738281,47618.7940745249
109,76233,76233021,VALLE DEL CAUCA,DAGUA,SAN VICENTE,2011,POT DAGUA,NULL,NULL,480.05925817,76,4842444.30175781,10970.2496604591
110,76606,76606010,VALLE DEL CAUCA,RESTREPO,EL AGUACATE,2011,POT,NULL,NULL,489.77593506,76,4942881.80322266,9457.65588674085
111,76606,76606021,VALLE DEL CAUCA,RESTREPO,RÍO GRANDE,2011,POT,NULL,NULL,930.58587237,76,9390449.34594727,19979.0833998932
112,76606,76606022,VALLE DEL CAUCA,RESTREPO,ROMÁN,2011,POT,NULL,NULL,1740.33437902,76,17562965.4169922,22656.2036477477
113,76606,76606020,VALLE DEL CAUCA,RESTREPO,POTRERILLO,2011,POT,NULL,NULL,396.95127029,76,4006078.98217773,9676.95463600554
114,76606,76606004,VALLE DEL CAUCA,RESTREPO,ALTO ZABALETA,2011,POT,NULL,NULL,1481.325663,76,14951337.3005371,20234.9245576806
115,76606,76606024,VALLE DEL CAUCA,RESTREPO,SAN SALVADOR,2011,POT,VEREDA CON CENTRO POBLADO,NULL,2479.69037972,76,25022605.1303711,28404.4471329294
116,76606,76606005,VALLE DEL CAUCA,RESTREPO,BAJO ZABALETA,2011,POT,NULL,NULL,1307.43087011,76,13195583.8427734,14971.4266123301
117,76606,76606012,VALLE DEL CAUCA,RESTREPO,EL SILENCIO,2011,POT,SE REDUCE UN 90% DE SU AREA INICIAL,NULL,133.54465945,76,1347702.63696289,9032.5081297412
118,76606,76606013,VALLE DEL CAUCA,RESTREPO,GUAIRA,2011,POT,NULL,NULL,613.1705253,76,6188224.04833984,10571.6651576778
119,76606,76606019,VALLE DEL CAUCA,RESTREPO,PLAYARICA,2011,POT,NULL,NULL,182.75245334,76,1844427.30810547,6422.37206595808
120,76606,76606016,VALLE DEL CAUCA,RESTREPO,LA SOLEDAD,2011,POT, SE REDUCE UN 50% DE SU AREA INICIAL,NULL,64.27824113,76,648794.487548828,3204.96434051494
121,76606,76606023,VALLE DEL CAUCA,RESTREPO,SAN PABLO,2011,POT,NULL,NULL,957.16786679,76,9660488.45117188,13865.9834421184
122,76606,76606001,VALLE DEL CAUCA,RESTREPO,AGUALINDA,2011,POT,MULTIPARTES DESPUES DE EDITAR,NULL,828.41470085,76,8362004.74267578,15784.8758015234
123,76377,76377012,VALLE DEL CAUCA,LA CUMBRE,LAURELES,2011,EOT,REDUCE EL 50% DE SU AREA INICIAL,NULL,6076.04252778,76,61304641.6120605,41824.0002327745
124,76377,76377005,VALLE DEL CAUCA,LA CUMBRE,CHICORAL,2011,EOT,NULL,NULL,480.93068807,76,4850915.91210938,13995.811758511
125,76377,76377017,VALLE DEL CAUCA,LA CUMBRE,ZARAGOZA,2011,EOT,NULL,NULL,752.91648373,76,7594546.16040039,16246.7381339862
126,76377,76377007,VALLE DEL CAUCA,LA CUMBRE,EL DIAMANTE,2011,EOT,NULL,NULL,561.64377082,76,5665396.1940918,13109.420908624
127,76377,76377004,VALLE DEL CAUCA,LA CUMBRE,BUTACO,2011,EOT,VEREDA CON CENTRO POBLADO,NULL,690.23736143,76,6962665.56469727,20190.2399075038
128,76377,76377008,VALLE DEL CAUCA,LA CUMBRE,EL RETIRO,2011,EOT,NULL,NULL,260.22162855,76,2625005.28027344,9955.77089625519
129,76377,76377011,VALLE DEL CAUCA,LA CUMBRE,LA VENTURA,2011,EOT,NULL,NULL,1128.1945668,76,11381605.7009277,23970.250598694
130,76377,76377014,VALLE DEL CAUCA,LA CUMBRE,PUENTE PALO,2011,EOT,NULL,NULL,1135.81872624,76,11457954.7436523,18841.9611180399
131,76377,76377015,VALLE DEL CAUCA,LA CUMBRE,SANTA FE,2011,EOT,NULL,NULL,182.93043622,76,1845411.60375977,6995.51920423448
132,76377,76377002,VALLE DEL CAUCA,LA CUMBRE,ALTO LAS ALMENDRAS,2011,EOT,VEREDA CON CENTRO POBLADO,NULL,1094.45537972,76,11040264.171875,18541.5424842663
133,76377,76377010,VALLE DEL CAUCA,LA CUMBRE,LA GLORIA,2011,EOT,NULL,NULL,988.98639022,76,9976960.46362305,14657.4931708849
134,76377,76377009,VALLE DEL CAUCA,LA CUMBRE,JIBUALES,2011,EOT,NULL,NULL,869.98265104,76,8776658.13134766,17131.4700025866
135,76606,76606002,VALLE DEL CAUCA,RESTREPO,AGUAMONA,2011,POT,NULL,NULL,1423.54578267,76,14369623.7260742,20210.6415419943
136,76606,76606003,VALLE DEL CAUCA,RESTREPO,ALTO DEL OSO,2011,POT,NULL,NULL,327.62935328,76,3307076.21606445,8617.43252447161
137,76606,76606008,VALLE DEL CAUCA,RESTREPO,DIAMANTE,2011,POT,NULL,NULL,502.91837224,76,5076310.5480957,10424.4412206919
138,76606,76606025,VALLE DEL CAUCA,RESTREPO,SANTA ROSA,2011,POT,NULL,NULL,347.71360924,76,3509589.96899414,12113.702876545
139,76248,76248009,VALLE DEL CAUCA,EL CERRITO,SANTA LUISA,2011,PBOT,VEREDA CON CENTRO POBLADO,NULL,3725.75283003,76,37616942.4909668,41910.9546358315
140,76248,76248010,VALLE DEL CAUCA,EL CERRITO,TENERIFE,2011,PBOT,VEREDA CON CENTRO POBLADO,NULL,5740.82087504,76,57969829.017334,48262.2277977735
141,76248,76248007,VALLE DEL CAUCA,EL CERRITO,SAN ANTONIO,2011,PBOT,VEREDA CON CENTRO POBLADO,NULL,10093.8199708,76,101872680.687012,65263.315004853
142,76233,76233020,VALLE DEL CAUCA,DAGUA,SAN JOSÉ DEL SALADO,2011,POT DAGUA,NULL,NULL,1679.26233934,76,16934186.1992188,22695.6688976036
143,76318,76318007,VALLE DEL CAUCA,GUACARÍ,EL TRIUNFO,2010,POT,NULL,NULL,1051.79749901,76,10616620.9875488,16658.1605876055
144,76318,76318002,VALLE DEL CAUCA,GUACARÍ,CANANGUA,2010,POT,VEREDA CON CENTRO POBLADO,NULL,1362.39493171,76,13753059.8554688,21047.7272940851
145,76233,76233025,VALLE DEL CAUCA,DAGUA,ZELANDIA,2011,POT DAGUA,NULL,NULL,3871.35930537,76,39065509.5395508,31822.254926926
146,76233,76233008,VALLE DEL CAUCA,DAGUA,EL NARANJO,2011,POT DAGUA,NULL,NULL,1154.46711058,76,11648097.175293,17262.8995297233
147,76233,76233003,VALLE DEL CAUCA,DAGUA,CISNEROS,2011,POT DAGUA,NULL,NULL,898.89800365,76,9069143.94824219,14163.9376127931
148,76233,76233014,VALLE DEL CAUCA,DAGUA,LA CASCADA,2011,POT DAGUA,NULL,NULL,2820.84229901,76,28441580.1940918,29605.7371084626
149,76233,76233015,VALLE DEL CAUCA,DAGUA,LA ELSA,2011,POT DAGUA,NULL,NULL,12056.4108033,76,121571348.178711,75424.5908028915
150,76318,76318005,VALLE DEL CAUCA,GUACARÍ,EL PLACER,2010,POT,VEREDA CON CENTRO POBLADO,NULL,564.91990794,76,5703218.95532227,15965.4082340082
151,76318,76318014,VALLE DEL CAUCA,GUACARÍ,PICHICHI,2010,POT,NULL,NULL,716.26556027,76,7231374.74731445,14539.924855926
152,76318,76318016,VALLE DEL CAUCA,GUACARÍ,PUENTE ROJO,2010,POT,VEREDA CON CENTRO POBLADO,NULL,526.2357857,76,5313018.32885742,9962.53250955297
153,76318,76318004,VALLE DEL CAUCA,GUACARÍ,EL BOSQUE,2010,POT,VEREDA CON CENTRO POBLADO,NULL,418.413631,76,4224883.26660156,11100.5760668616
154,76318,76318015,VALLE DEL CAUCA,GUACARÍ,POMARES,2010,POT,NULL,NULL,631.50037953,76,6376732.06518555,12380.6497592166
155,76318,76318001,VALLE DEL CAUCA,GUACARÍ,ALTO DE TAPIAS,2010,POT,VEREDA CON CENTRO POBLADO,NULL,803.50793784,76,8113329.63134766,14966.8762068847
156,76318,76318011,VALLE DEL CAUCA,GUACARÍ,LA JULIA,2010,POT,NULL,NULL,1015.52788836,76,10253391.3239746,17185.3598444959
157,76318,76318003,VALLE DEL CAUCA,GUACARÍ,CHAFALOTE,2010,POT,NULL,NULL,200.8607599,76,2028033.89306641,7088.23209602645
158,76318,76318013,VALLE DEL CAUCA,GUACARÍ,LOS COCOS,2010,POT,NULL,NULL,498.20574208,76,5030497.26586914,15297.9292187091
159,76306,76306003,VALLE DEL CAUCA,GINEBRA,JUNTAS,2010,http://www.ginebra-valle.gov.co,NULL,NULL,8566.30771134,76,86500686.6264648,40328.8615002677
