OBJECTID,DPTOMPIO,CODIGO_VER,NOM_DEP,NOMB_MPIO,NOMBRE_VER,VIGENCIA,FUENTE,DESCRIPCIO,SEUDONIMOS,AREA_HA,COD_DPTO,ShapeSTArea,ShapeSTLength
14202,23660,23660069,CÓRDOBA,SAHAGÚN,VEREDA TREMENTINO,2011,POT,CAMBIO DE CODIGO Y NOMBRE DE MPIO,NULL,3329.76715085,23,34297334.6098633,32114.0523147695
14203,54206,54206037,NORTE DE SANTANDER,CONVENCIÓN,LA LIBERTAD,2009,CATASTRO IGAC,NULL,NULL,1812.52162587,54,18665458.9980469,21922.6316859164
14204,54206,54206044,NORTE DE SANTANDER,CONVENCIÓN,LAS PAILAS,2009,CATASTRO IGAC,NULL,NULL,334.04465658,54,3439484.44970703,9560.91592344098
14205,54206,54206052,NORTE DE SANTANDER,CONVENCIÓN,MAICITOS,2009,CATASTRO IGAC,NULL,NULL,214.26169574,54,2206039.61474609,8799.29878961535
14206,54245,54245043,NORTE DE SANTANDER,EL CARMEN,LA ESPERANZA,2012,POT,NULL,NULL,1260.12690579,54,12969596.0473633,17384.8133882572
14207,54245,54245013,NORTE DE SANTANDER,EL CARMEN,CULEBRITAS,2012,POT,NULL,NULL,1403.31688638,54,14445316.4111328,18722.5426275044
14208,54245,54245018,NORTE DE SANTANDER,EL CARMEN,EL CERRO,2012,POT,NULL,NULL,649.003797,54,6681670.51074219,18145.0407539396
14209,54344,54344036,NORTE DE SANTANDER,HACARÍ,LOS CEDROS,2009,EOT HACARÍ,NULL,NULL,1272.55118588,54,13074435.5834961,15845.1732365159
14210,54344,54344002,NORTE DE SANTANDER,HACARÍ,APOSENTOS ALTO,2009,EOT HACARÍ,NULL,NULL,297.63249421,54,3058098.47119141,7075.14507804848
14211,54128,54128038,NORTE DE SANTANDER,CÁCHIRA,PARAMILLO,2009,POT,NULL,NULL,2007.30974725,54,20572143.5698242,20101.3911017528
14212,54128,54128026,NORTE DE SANTANDER,CÁCHIRA,LA REFORMA,2009,POT,NULL,NULL,835.04930224,54,8558101.40087891,14103.8508700045
14213,47268,47268009,MAGDALENA,EL RETÉN,PÁRATE BIEN,2009,POT,NULL,NULL,951.93627353,47,9918669.55078125,18608.527616735
14214,47268,47268002,MAGDALENA,EL RETÉN,EL PORVENIR,2009,POT,NULL,NULL,264.50086086,47,2754871.125,11133.3998274867
14215,47268,47268013,MAGDALENA,EL RETÉN,ZACAPA,2009,POT,NULL,NULL,560.50744911,47,5837283.71386719,13207.7242237968
14216,47268,47268007,MAGDALENA,EL RETÉN,LAS FLORES,2009,POT,NULL,NULL,1287.69523334,47,13412112.4140625,18308.9743318321
14217,47268,47268011,MAGDALENA,EL RETÉN,SAN JOSÉ DE HONDUR,2009,POT,NULL,NULL,2738.50943334,47,28539594.5693359,39650.0676210761
14218,47268,47268014,MAGDALENA,EL RETÉN,ZONA RURAL DE LA CABECERA,2009,POT,NULL,NULL,5328.52440598,47,55514439.8359375,44023.1095442649
14219,47318,47318019,MAGDALENA,GUAMAL,SAN PEDRO,2012,www.guamal-magdalena.gov.co,NULL,NULL,3389.39881278,47,35027032.0732422,27708.5231914945
14220,47318,47318012,MAGDALENA,GUAMAL,PARACO,2012,www.guamal-magdalena.gov.co,NULL,NULL,1830.60332939,47,18910847.2177734,17994.7032837603
14221,54245,54245082,NORTE DE SANTANDER,EL CARMEN,VEGAS DE AGUILAR,2012,POT,NULL,NULL,1248.55535824,54,12856122.3354492,21294.8552797817
14222,54245,54245009,NORTE DE SANTANDER,EL CARMEN,CHAMBACU,2012,POT,NULL,NULL,845.31764434,54,8701986.13867188,16338.2117726199
14223,54245,54245079,NORTE DE SANTANDER,EL CARMEN,TABACAL,2012,POT,NULL,NULL,341.92474635,54,3516831.07910156,9215.60990733137
14224,23660,23660047,CÓRDOBA,SAHAGÚN,VEREDA LAS SABANITAS,2011,POT,CAMBIO DE CODIGO Y NOMBRE DE MPIO,NULL,1022.04633449,23,10537034.9575195,21379.8589384964
14225,23660,23660026,CÓRDOBA,SAHAGÚN,VEREDA LA BALSA,2011,POT,CAMBIO DE CODIGO Y NOMBRE DE MPIO,NULL,571.51007814,23,5885923.28222656,12520.8156149189
14226,54206,54206009,NORTE DE SANTANDER,CONVENCIÓN,CAPELLANÍA,2009,CATASTRO IGAC,NULL,NULL,229.58523092,54,2361252.97021484,8304.00042372003
14227,54206,54206004,NORTE DE SANTANDER,CONVENCIÓN,BELLA UNIÓN,2009,CATASTRO IGAC,NULL,NULL,162.95737357,54,1676393.03271484,5896.48167787131
14228,54206,54206077,NORTE DE SANTANDER,CONVENCIÓN,TRONQUEROS,2009,CATASTRO IGAC,NULL,NULL,262.5682527,54,2701200.31103516,7762.67483531463
14229,54206,54206075,NORTE DE SANTANDER,CONVENCIÓN,SOLEDAD,2009,CATASTRO IGAC,NULL,NULL,480.63243292,54,4944822.71240234,10183.2028704079
14230,54206,54206014,NORTE DE SANTANDER,CONVENCIÓN,CERRO GORDO,2009,CATASTRO IGAC,NULL,NULL,94.61062722,54,973442.440917969,4499.27573545725
14231,54206,54206076,NORTE DE SANTANDER,CONVENCIÓN,TIERRA TEMPLE,2009,CATASTRO IGAC,NULL,NULL,146.42710808,54,1506620.54980469,5930.09496511815
14232,54206,54206048,NORTE DE SANTANDER,CONVENCIÓN,LOS LIMOS,2009,CATASTRO IGAC,NULL,NULL,799.34660892,54,8225848.21484375,16386.449385793
14233,54003,54003101,NORTE DE SANTANDER,ÁBREGO,QUEBRADITAS,2012,POT ABREGO,NULL,NULL,960.93314073,54,9862746.28759766,14577.563730246
14234,54003,54003111,NORTE DE SANTANDER,ÁBREGO,SAN VICENTE,2012,POT ABREGO,NULL,NULL,1345.59424741,54,13818498.2148438,14586.1085029254
14235,54003,54003092,NORTE DE SANTANDER,ÁBREGO,PALO PAVEZ,2012,POT ABREGO,NULL,NULL,1539.68487275,54,15813195.8964844,19509.3904193199
14236,54003,54003010,NORTE DE SANTANDER,ÁBREGO,CANUTILLO,2012,POT ABREGO,NULL,NULL,916.0980439,54,9409837.49902344,17033.1291900555
14237,54003,54003059,NORTE DE SANTANDER,ÁBREGO,LA MOTILONA,2012,POT ABREGO,NULL,NULL,771.60141486,54,7925513.484375,16354.3404370077
14238,23660,23660006,CÓRDOBA,SAHAGÚN,VEREDA CABECERA,2011,POT,CAMBIO DE CODIGO Y NOMBRE DE MPIO,NULL,2031.08830333,23,20934990.5859375,51085.7969026171
14239,23660,23660053,CÓRDOBA,SAHAGÚN,VEREDA MORROCOY,2011,POT,CAMBIO DE CODIGO Y NOMBRE DE MPIO,NULL,5700.22252913,23,58699557.8710938,59473.5639235975
14240,54245,54245062,NORTE DE SANTANDER,EL CARMEN,NARANJITOS,2012,POT,NULL,NULL,517.67827971,54,5327053.22607422,10465.4124085239
14241,54245,54245010,NORTE DE SANTANDER,EL CARMEN,CHAMIZON,2012,POT,NULL,NULL,232.75063865,54,2395066.6015625,8248.6535153225
14242,54245,54245035,NORTE DE SANTANDER,EL CARMEN,EL TORNO,2012,POT,NULL,NULL,613.87726212,54,6316174.46044922,12601.9244399366
14243,54385,54385034,NORTE DE SANTANDER,LA ESPERANZA,LA UNION,2009,POT,NULL,NULL,349.84922249,54,3583780.86914062,11004.334723152
14244,54206,54206070,NORTE DE SANTANDER,CONVENCIÓN,SANTA CRUZ,2009,CATASTRO IGAC,NULL,NULL,194.33253881,54,1998522.48876953,7624.49186827628
14245,54206,54206043,NORTE DE SANTANDER,CONVENCIÓN,LAS MERCEDES,2009,CATASTRO IGAC,NULL,NULL,248.99022062,54,2560316.90380859,6618.39712370068
14246,54206,54206049,NORTE DE SANTANDER,CONVENCIÓN,LUCAICAL,2009,CATASTRO IGAC,NULL,NULL,299.84566435,54,3083108.65576172,7212.35546208969
14247,54245,54245028,NORTE DE SANTANDER,EL CARMEN,EL PARAISO,2012,POT,NULL,NULL,3127.40319546,54,32255528.1401367,26116.7196558694
14248,54245,54245084,NORTE DE SANTANDER,EL CARMEN,VEGAS DEL NORTE,2012,POT,NULL,NULL,1055.15567629,54,10875319.4487305,16845.1632297011
14249,54245,54245039,NORTE DE SANTANDER,EL CARMEN,LA BOGOTANA,2012,POT,NULL,NULL,3887.72088604,54,40071020.1181641,37929.2148239007
14250,54245,54245058,NORTE DE SANTANDER,EL CARMEN,LLANOS DEL NORTE,2012,POT,NULL,NULL,3094.46787788,54,31885950.0683594,26097.1054042898
14251,54344,54344033,NORTE DE SANTANDER,HACARÍ,LOCUTAMA,2009,EOT HACARÍ,NULL,NULL,875.79240213,54,8999064.92675781,14302.244320656
14252,54003,54003098,NORTE DE SANTANDER,ÁBREGO,POTRERO NUEVO,2012,POT ABREGO,NULL,NULL,610.47060159,54,6269959.25439453,11513.1419615765
14253,54003,54003119,NORTE DE SANTANDER,ÁBREGO,VEGA DEL TIGRE,2012,POT ABREGO,NULL,NULL,1960.1226526,54,20129724.7407227,20010.0998011735
14254,23660,23660002,CÓRDOBA,SAHAGÚN,VEREDA AGUAS VIVAS,2011,POT,CAMBIO DE CODIGO Y NOMBRE DE MPIO,NULL,2013.19353916,23,20724884.9916992,25605.7972057531
14255,54385,54385015,NORTE DE SANTANDER,LA ESPERANZA,CONTADERO,2009,POT,NULL,NULL,267.48987462,54,2740143.88183594,6808.49905196179
14256,54385,54385022,NORTE DE SANTANDER,LA ESPERANZA,FATIMA,2009,POT,NULL,NULL,452.63686245,54,4637493.03222656,9706.60784245501
14257,54385,54385010,NORTE DE SANTANDER,LA ESPERANZA,CANO DE HOYO,2009,POT,NULL,NULL,824.74067667,54,8450269.68652344,14383.3503580585
14258,54206,54206065,NORTE DE SANTANDER,CONVENCIÓN,SAN FRANCISCO,2009,CATASTRO IGAC,NULL,NULL,722.21373184,54,7435399.87548828,11983.4280866589
14259,54245,54245051,NORTE DE SANTANDER,EL CARMEN,MONTERREY,2012,POT,NULL,NULL,983.74846735,54,10144934.7797852,14493.5497468168
14260,54245,54245019,NORTE DE SANTANDER,EL CARMEN,EL DESCANSO,2012,POT,NULL,NULL,2540.82174909,54,26197600.7192383,22929.1297464399
14261,54245,54245007,NORTE DE SANTANDER,EL CARMEN,BRISAS DE CULEBRITAS,2012,POT,NULL,NULL,483.22987997,54,4974645.33789062,11972.3482321231
14262,54344,54344003,NORTE DE SANTANDER,HACARÍ,APOSENTOS BAJO,2009,EOT HACARÍ,NULL,NULL,266.27191171,54,2736025.12255859,7179.62385243858
14263,54344,54344006,NORTE DE SANTANDER,HACARÍ,BELLA VISTA,2009,EOT HACARÍ,NULL,NULL,557.44273411,54,5728535.03320312,10312.7633147222
14264,54344,54344020,NORTE DE SANTANDER,HACARÍ,EL VALLE,2009,EOT HACARÍ,NULL,NULL,615.41298376,54,6323948.43457031,12382.5481785372
14265,54344,54344016,NORTE DE SANTANDER,HACARÍ,EL LLANO,2009,EOT HACARÍ,NULL,NULL,350.36637633,54,3600486.25146484,8628.4920818794
14266,54344,54344024,NORTE DE SANTANDER,HACARÍ,ISLITAS,2009,EOT HACARÍ,NULL,NULL,488.57862133,54,5021110.36816406,9239.17845546554
14267,54344,54344044,NORTE DE SANTANDER,HACARÍ,MONTE TARRA,2009,EOT HACARÍ,NULL,NULL,715.48393066,54,7352708.47607422,11791.3074748313
14268,54344,54344048,NORTE DE SANTANDER,HACARÍ,SAN BERNARDO,2009,EOT HACARÍ,NULL,NULL,1031.11046535,54,10597455.0014648,12939.2203115052
14269,54344,54344030,NORTE DE SANTANDER,HACARÍ,LAS JUNTAS,2009,EOT HACARÍ,NULL,NULL,464.75417357,54,4777060.81933594,9085.05837134893
14270,54344,54344010,NORTE DE SANTANDER,HACARÍ,CASTRILLON,2009,EOT HACARÍ,NULL,NULL,680.21247203,54,6993097.46923828,10842.2213281918
14271,54344,54344041,NORTE DE SANTANDER,HACARÍ,MESA DE LAGUNETAS,2009,EOT HACARÍ,NULL,NULL,761.17448527,54,7824235.36132812,12121.0529992837
14272,54344,54344022,NORTE DE SANTANDER,HACARÍ,GUAIMARAL,2009,EOT HACARÍ,NULL,NULL,357.60440264,54,3676265.94970703,8897.94713935534
14273,23660,23660060,CÓRDOBA,SAHAGÚN,VEREDA RODANIA,2011,POT,CAMBIO DE CODIGO Y NOMBRE DE MPIO,NULL,1393.79411093,23,14352091.6865234,23614.6178609078
14274,23660,23660007,CÓRDOBA,SAHAGÚN,VEREDA CATALINA,2011,POT,CAMBIO DE CODIGO Y NOMBRE DE MPIO,NULL,3333.91462521,23,34351787.1191406,39107.0294549702
14275,23660,23660005,CÓRDOBA,SAHAGÚN,VEREDA BAJO GRANDE,2011,POT,CAMBIO DE CODIGO Y NOMBRE DE MPIO,NULL,2530.36298418,23,26050399.3657227,34871.7298099314
14276,47268,47268005,MAGDALENA,EL RETÉN,LA COLOMBIA,2009,POT,NULL,NULL,930.2133717,47,9686119.70019531,17755.1091418158
14277,54206,54206054,NORTE DE SANTANDER,CONVENCIÓN,MATA LUCAICA,2009,CATASTRO IGAC,NULL,NULL,400.50813424,54,4123121.5703125,11686.4375065604
14278,54206,54206046,NORTE DE SANTANDER,CONVENCIÓN,LLANOS DE BELÉN,2009,CATASTRO IGAC,NULL,NULL,288.43951333,54,2969156.68994141,8499.95891170738
14279,54206,54206008,NORTE DE SANTANDER,CONVENCIÓN,CAMPO ALEGRE,2009,CATASTRO IGAC,NULL,NULL,578.09744353,54,5950424.54638672,10849.7425010641
14280,54245,54245070,NORTE DE SANTANDER,EL CARMEN,POTRERO GRANDE,2012,POT,NULL,NULL,491.1179499,54,5051795.43017578,12699.5324564613
14281,54245,54245086,NORTE DE SANTANDER,EL CARMEN,ZARAGOZA,2012,POT,NULL,NULL,505.42945418,54,5199088.70263672,11820.3720106946
14282,54245,54245006,NORTE DE SANTANDER,EL CARMEN,BOQUERON,2012,POT,NULL,NULL,832.26689807,54,8571926.42382812,23594.6374596609
14283,54128,54128052,NORTE DE SANTANDER,CÁCHIRA,SANTA MARIA,2009,POT,NULL,NULL,1856.48407566,54,19016071.9145508,19640.2501617336
14284,54128,54128044,NORTE DE SANTANDER,CÁCHIRA,SAN ANTONIO,2009,POT,NULL,NULL,1788.18758316,54,18323223.609375,21738.403289359
14285,54128,54128023,NORTE DE SANTANDER,CÁCHIRA,LA CARAMBA,2009,POT,NULL,NULL,534.64120103,54,5478195.14404297,10640.8960298027
14286,54128,54128048,NORTE DE SANTANDER,CÁCHIRA,SAN JOSE DE PARAMILLO,2009,POT,NULL,NULL,244.4560297,54,2504800.36914062,6889.32402872596
14287,54206,54206012,NORTE DE SANTANDER,CONVENCIÓN,CASA BLANCA,2009,CATASTRO IGAC,NULL,NULL,639.07012788,54,6575192.72753906,14161.358214234
14288,47268,47268012,MAGDALENA,EL RETÉN,SAN SEBASTIÁN DEL BONGO,2009,POT,NULL,NULL,1799.95491954,47,18752271.5029297,22961.9899543184
14289,54245,54245047,NORTE DE SANTANDER,EL CARMEN,LA PAZ,2012,POT,NULL,NULL,2565.04475005,54,26469013.9755859,26867.2607428456
14290,54245,54245074,NORTE DE SANTANDER,EL CARMEN,SAN FRANCISCO,2012,POT,NULL,NULL,431.76456424,54,4441464.37646484,9656.56889722612
14291,54245,54245044,NORTE DE SANTANDER,EL CARMEN,LA ESTRELLA,2012,POT,NULL,NULL,544.63588126,54,5602856.34375,12020.6313925125
14292,54245,54245002,NORTE DE SANTANDER,EL CARMEN,ALTO DE LAS CRUCES,2012,POT,NULL,NULL,197.15041747,54,2028330.00927734,6974.93203374076
14293,54245,54245027,NORTE DE SANTANDER,EL CARMEN,EL OASIS,2012,POT,NULL,NULL,461.86678517,54,4752746.32226562,10165.5549734357
14294,54128,54128004,NORTE DE SANTANDER,CÁCHIRA,BARRO HONDO,2009,POT,NULL,NULL,356.25240245,54,3649334.75390625,8527.97840133861
14295,54206,54206016,NORTE DE SANTANDER,CONVENCIÓN,CULEBRITA,2009,CATASTRO IGAC,NULL,NULL,241.19967593,54,2480814.17480469,7349.42476271228
14296,54206,54206060,NORTE DE SANTANDER,CONVENCIÓN,PUENTE BURBURA,2009,CATASTRO IGAC,NULL,NULL,123.97426606,54,1275016.33544922,5180.89772805082
14297,54206,54206018,NORTE DE SANTANDER,CONVENCIÓN,EL CACAO,2009,CATASTRO IGAC,NULL,NULL,35.11137075,54,361074.607910156,3700.48009794803
14298,54206,54206078,NORTE DE SANTANDER,CONVENCIÓN,TRÓPICO,2009,CATASTRO IGAC,NULL,NULL,184.17950919,54,1894302.10986328,5804.11570468319
14299,54206,54206013,NORTE DE SANTANDER,CONVENCIÓN,CERRO AZUL,2009,CATASTRO IGAC,NULL,NULL,126.1635236,54,1297639.70947266,5719.57602577062
14300,54206,54206033,NORTE DE SANTANDER,CONVENCIÓN,HONDURAS,2009,CATASTRO IGAC,NULL,NULL,50.62714751,54,520584.553222656,5244.63641058816
14301,54206,54206072,NORTE DE SANTANDER,CONVENCIÓN,SANTA MARÍA,2009,CATASTRO IGAC,NULL,NULL,196.48148542,54,2021588.20019531,8222.36765571416
14302,54206,54206073,NORTE DE SANTANDER,CONVENCIÓN,SANTA RITA,2009,CATASTRO IGAC,NULL,NULL,379.21355052,54,3901968.83837891,10872.8467543855
14303,54206,54206011,NORTE DE SANTANDER,CONVENCIÓN,CARTAGENA,2009,CATASTRO IGAC,NULL,NULL,196.13655585,54,2018197.75341797,7023.66605725179
14304,54206,54206058,NORTE DE SANTANDER,CONVENCIÓN,PATIECITOS,2009,CATASTRO IGAC,NULL,NULL,368.92193081,54,3796357.00732422,8339.69289628489
14305,54206,54206029,NORTE DE SANTANDER,CONVENCIÓN,GRAMALES,2009,CATASTRO IGAC,NULL,NULL,205.6090803,54,2115954.84912109,5798.31136122938
14306,54206,54206057,NORTE DE SANTANDER,CONVENCIÓN,PARQUE NACIONAL NATURAL CATATUMBO BARI,2009,CATASTRO IGAC,NULL,NULL,56523.3717732,54,583078478.208496,197913.474445085
14307,54206,54206056,NORTE DE SANTANDER,CONVENCIÓN,MIRAFLORES,2009,CATASTRO IGAC,NULL,NULL,424.72860035,54,4371350.72509766,9229.53829799362
14308,54245,54245024,NORTE DE SANTANDER,EL CARMEN,EL LIBANO,2012,POT,NULL,NULL,770.47933564,54,7949952.17285156,13555.9919954101
14309,54245,54245014,NORTE DE SANTANDER,EL CARMEN,CURALES,2012,POT,NULL,NULL,948.8451349,54,9771261.00732422,17528.4570058751
14310,54245,54245064,NORTE DE SANTANDER,EL CARMEN,OREGERO,2012,POT,NULL,NULL,1168.64879715,54,12024864.1533203,16952.9591980553
14311,54385,54385002,NORTE DE SANTANDER,LA ESPERANZA,ALTO VIJAGUAL,2009,POT,NULL,NULL,1205.99594193,54,12357819.5673828,15890.8582728202
14312,54206,54206021,NORTE DE SANTANDER,CONVENCIÓN,EL GUAMAL,2009,CATASTRO IGAC,NULL,NULL,1311.40553907,54,13489517.3193359,15486.612295437
14313,54245,54245042,NORTE DE SANTANDER,EL CARMEN,LA ESMERALDA,2012,POT,NULL,NULL,4852.52120418,54,50018395.71875,30338.7968521582
14314,54003,54003051,NORTE DE SANTANDER,ÁBREGO,LA AGUADA,2012,POT ABREGO,NULL,NULL,1353.61487781,54,13897847.3789062,20882.230227306
14315,54003,54003114,NORTE DE SANTANDER,ÁBREGO,SECTOR LOS CUROS,2012,POT ABREGO,NULL,NULL,354.35236937,54,3638969.77539062,8093.35974705893
14316,54003,54003052,NORTE DE SANTANDER,ÁBREGO,LA ARENOSA,2012,POT ABREGO,NULL,NULL,1073.3046348,54,11020831.9033203,15712.3305463625
14317,54003,54003024,NORTE DE SANTANDER,ÁBREGO,EL HIGUERON,2012,POT ABREGO,NULL,NULL,1029.77490104,54,10575399.1206055,18924.1856973887
14318,54245,54245000,NORTE DE SANTANDER,EL CARMEN,AGUACATILLO,2012,POT,NULL,NULL,717.82925892,54,7391504.21484375,13327.392493012
14319,54385,54385021,NORTE DE SANTANDER,LA ESPERANZA,EL TROPEZON,2009,POT,NULL,NULL,1545.80371713,54,15839765.6743164,18826.3236087036
14320,54385,54385025,NORTE DE SANTANDER,LA ESPERANZA,LA ARENOSA,2009,POT,NULL,NULL,618.94769553,54,6343202.33398438,11929.4847767702
14321,54385,54385032,NORTE DE SANTANDER,LA ESPERANZA,LA RAYA,2009,POT,NULL,NULL,1902.45435956,54,19497620.2446289,19439.9252154968
14322,54206,54206055,NORTE DE SANTANDER,CONVENCIÓN,MESA RICA,2009,CATASTRO IGAC,NULL,NULL,1421.73171769,54,14634332.2148438,17320.2666896607
14323,54245,54245016,NORTE DE SANTANDER,EL CARMEN,DOS QUEBRADAS,2012,POT,NULL,NULL,1159.85250698,54,11964266.6362305,19709.6020278707
14324,54245,54245012,NORTE DE SANTANDER,EL CARMEN,CULEBRITA,2012,POT,NULL,NULL,1298.22118163,54,13389338.6274414,23516.4796516682
14325,54245,54245068,NORTE DE SANTANDER,EL CARMEN,PLAYAS LINDAS,2012,POT,NULL,NULL,5190.5850779,54,53530499.2348633,34203.3180536807
14326,54245,54245030,NORTE DE SANTANDER,EL CARMEN,EL SALOBRE,2012,POT,NULL,NULL,434.819861,54,4473184.80126953,14232.390636872
14327,54245,54245046,NORTE DE SANTANDER,EL CARMEN,LA OSA,2012,POT,NULL,NULL,1276.43944844,54,13133251.1850586,17959.6220001195
14328,54245,54245077,NORTE DE SANTANDER,EL CARMEN,SANTA RITA,2012,POT,NULL,NULL,491.53003011,54,5057555.87939453,11692.9362729855
14329,23660,23660050,CÓRDOBA,SAHAGÚN,VEREDA LOS GALANES,2011,POT,CAMBIO DE CODIGO Y NOMBRE DE MPIO,NULL,688.84007441,23,7095831.18261719,14005.4477666273
14330,23660,23660012,CÓRDOBA,SAHAGÚN,VEREDA EL ATASCOSO,2011,POT,CAMBIO DE CODIGO Y NOMBRE DE MPIO,NULL,178.78864493,23,1840572.38134766,8198.48928749841
14331,54385,54385029,NORTE DE SANTANDER,LA ESPERANZA,LA PALMA,2009,POT,NULL,NULL,2226.67539959,54,22814417.6577148,23032.8478920704
14332,54385,54385052,NORTE DE SANTANDER,LA ESPERANZA,RAICEROS,2009,POT,NULL,NULL,4124.20695583,54,42242025.9609375,31982.1886661811
14333,54206,54206047,NORTE DE SANTANDER,CONVENCIÓN,LLANOS DEL NORTE,2009,CATASTRO IGAC,NULL,NULL,1444.00785847,54,14875656.9941406,19451.9873835647
14334,54206,54206034,NORTE DE SANTANDER,CONVENCIÓN,HONDURAS LA MOTILONA,2009,CATASTRO IGAC,NULL,NULL,671.23787746,54,6914067.67236328,15679.6460110102
14335,54206,54206010,NORTE DE SANTANDER,CONVENCIÓN,CARRIZAL,2009,CATASTRO IGAC,NULL,NULL,153.0320291,54,1575116.49121094,5203.41170881461
14336,54206,54206027,NORTE DE SANTANDER,CONVENCIÓN,EL VENADITO,2009,CATASTRO IGAC,NULL,NULL,194.97183002,54,2006683.96484375,6068.67940786604
14337,54206,54206026,NORTE DE SANTANDER,CONVENCIÓN,EL RETIRO,2009,CATASTRO IGAC,NULL,NULL,319.98423764,54,3293284.06494141,7874.33072568291
14338,54206,54206006,NORTE DE SANTANDER,CONVENCIÓN,BELLALUZ,2009,CATASTRO IGAC,NULL,NULL,142.89912286,54,1470710.47509766,6018.88890439666
14339,54245,54245078,NORTE DE SANTANDER,EL CARMEN,SANTO DOMINGO,2012,POT,NULL,NULL,509.57911363,54,5242618.23144531,11592.4200865913
14340,54344,54344054,NORTE DE SANTANDER,HACARÍ,ZONA RESERVA,2009,EOT HACARÍ,NULL,NULL,6990.71410358,54,71859913.1000977,54837.5995093873
14341,54344,54344028,NORTE DE SANTANDER,HACARÍ,LA MADERA,2009,EOT HACARÍ,NULL,NULL,2022.52723184,54,20800066.5595703,20395.4411917173
14342,54344,54344011,NORTE DE SANTANDER,HACARÍ,CUMANA,2009,EOT HACARÍ,NULL,NULL,1701.65046047,54,17496711.2958984,20642.528594197
14343,54128,54128009,NORTE DE SANTANDER,CÁCHIRA,CGTO LA CARRERA,2009,POT,NULL,NULL,3590.86723135,54,36786293.4907227,27228.6697922395
14344,47258,47258003,MAGDALENA,EL PIÑÓN,EL PEÑON,2010,EOT EL PIÑON,NULL,NULL,4167.40624405,47,43348678.4501953,38639.9253242297
14345,47258,47258002,MAGDALENA,EL PIÑÓN,CARRETO,2010,EOT EL PIÑON,NULL,NULL,1474.24256896,47,15320296.7587891,14436.7250901649
14346,54206,54206007,NORTE DE SANTANDER,CONVENCIÓN,BRISAS DE BOQUERÓN,2009,CATASTRO IGAC,NULL,NULL,1250.58488911,54,12881135.5976562,19766.1786860033
14347,54206,54206005,NORTE DE SANTANDER,CONVENCIÓN,BELLA UNIÓN DE HONDURAS,2009,CATASTRO IGAC,NULL,NULL,435.8053157,54,4488767.25,10885.3890075761
14348,54245,54245055,NORTE DE SANTANDER,EL CARMEN,LAS AGUILAS,2012,POT,NULL,NULL,656.37043261,54,6758283.84912109,12614.8471696287
14349,54245,54245052,NORTE DE SANTANDER,EL CARMEN,LA TRINIDAD,2012,POT,NULL,NULL,2118.00288482,54,21808995.078125,20898.9516531456
14350,54245,54245048,NORTE DE SANTANDER,EL CARMEN,LA PELOTA,2012,POT,NULL,NULL,540.77124286,54,5563602.59375,11968.6748146551
14351,54245,54245050,NORTE DE SANTANDER,EL CARMEN,LA QUIEBRA,2012,POT,NULL,NULL,365.79957892,54,3763165.10351562,8977.16260249337
14352,54245,54245072,NORTE DE SANTANDER,EL CARMEN,QUEBRADA HONDA,2012,POT,NULL,NULL,388.79780872,54,3999868.07177734,9269.35361819343
14353,54128,54128020,NORTE DE SANTANDER,CÁCHIRA,GALVANES,2009,POT,NULL,NULL,2894.5662269,54,29659850.828125,26161.3706640522
14354,54206,54206036,NORTE DE SANTANDER,CONVENCIÓN,LA LAGUNA,2009,CATASTRO IGAC,NULL,NULL,255.46108628,54,2627862.00097656,7473.57653174402
14355,54206,54206063,NORTE DE SANTANDER,CONVENCIÓN,SAN ANTONIO,2009,CATASTRO IGAC,NULL,NULL,350.20564098,54,3602752.24804688,8050.25325837841
14356,54206,54206064,NORTE DE SANTANDER,CONVENCIÓN,SAN CAYETANO,2009,CATASTRO IGAC,NULL,NULL,115.23868876,54,1185461.77392578,4615.05082680153
14357,54206,54206040,NORTE DE SANTANDER,CONVENCIÓN,LA VEGA,2009,CATASTRO IGAC,NULL,NULL,520.98685313,54,5358881.90869141,10519.6780357791
14358,54206,54206024,NORTE DE SANTANDER,CONVENCIÓN,EL POLEO,2009,CATASTRO IGAC,NULL,NULL,134.6638806,54,1385224.67919922,4953.01247663496
14359,54003,54003090,NORTE DE SANTANDER,ÁBREGO,PAEZ,2012,POT ABREGO,NULL,NULL,1364.84540953,54,13998858.7739258,21750.8896211365
14360,54003,54003033,NORTE DE SANTANDER,ÁBREGO,EL RAMO,2012,POT ABREGO,NULL,NULL,1076.55580803,54,11042277.8378906,16921.4896500945
14361,54003,54003085,NORTE DE SANTANDER,ÁBREGO,MONTEBELLO,2012,POT ABREGO,NULL,NULL,1100.17414668,54,11285062.965332,15601.7344565225
14362,54245,54245054,NORTE DE SANTANDER,EL CARMEN,LAGUNITAS,2012,POT,NULL,NULL,432.2890168,54,4445505.15917969,13223.123175865
14363,54245,54245026,NORTE DE SANTANDER,EL CARMEN,EL LORO,2012,POT,NULL,NULL,678.63846154,54,6984949.51269531,11888.2390169911
14364,54245,54245025,NORTE DE SANTANDER,EL CARMEN,EL LORITO,2012,POT,NULL,NULL,784.36079938,54,8073723.31787109,14698.522200982
14365,54245,54245003,NORTE DE SANTANDER,EL CARMEN,ASTILLEROS,2012,POT,NULL,NULL,1566.65106901,54,16121466.0776367,20725.3130972831
